Date,Rep,Day,Treatment,Initial_ Chl,Removed_Water,Added_Distilled,Added_Algae,Final_Chl,Temp,Avg_Chl,Population,Observer,Total Vol,Refiltered,blank,notes
June_20,1,17,3,1.59,0,0,3,2.139,21.5,1.8645,,AP,,,-0.331,
June_21,1,18,3,2.509,0,0,2,2.766,21.2,2.6375,,JH,,,-0.31,
June_22,1,19,3,1.548,0,0,1,3.039,21.2,2.2935,,AC,,,,
June_23,1,20,3,1.37,0,0,1,3.056,21,2.213,,JW,,,-0.346,
June_24,1,21,3,2.06,0,0,1,3.617,20.7,2.8385,,JW,,,0.064,some weirdness with data sheet
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,22,AP/JW,1000,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,17,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,16,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,22,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,12,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,18,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,14,AP/JW,,,-0.274,
June_25,1,22,3,2.337,0,0,0,,20.7,2.337,28,AP/JW,,,-0.274,
June_26,1,23,3,2.246,160,480,1,3.416,21.1,2.831,,JH,,,-0.315,
June_27,1,24,3,2.27,240,160,0.5,3.077,21,2.6735,,JH,,,-0.324,
June_28,1,25,3,3.292,0,0,0,,21.3,3.292,,JH,,,-0.353,
June_29,1,26,3,1.45,0,0,0.5,2.982,21.8,2.216,,JW,,,-0.054,
June_30,1,27,3,1.278,0,0,0.75,2.741,22.2,2.0095,,JW,,,-0.287,
July_1,1,28,3,1.479,0,0,0.5,3.121,22,2.3,,JW,,,-0.187,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,4,AP/JW,1000,y,-0.272,if refiltered with notes always due to copepod true for all days!
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,6,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,3,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,9,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,5,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,9,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,6,AP/JW,,,-0.272,
July_2,1,29,3,2.653,0,0,0,,22.5,2.653,7,AP/JW,,,-0.272,
July_3,1,30,3,2.359,0,80,0.5,3.165,21.9,2.762,,JH,,,-0.254,
July_4,1,31,3,2.785,0,0,0,,21.8,2.785,,JH,,,-0.254,
July_5,1,32,3,1.507,0,80,0.3,3.133,22.2,2.32,,JH,,,0.193,
July_6,1,33,3,2.47,0,0,0,,21.7,2.47,,AC,,,,
July_8,1,35,3,1.046,0,0,1.5,3.235,21.7,2.1405,,JW,,,-0.354,
July_9,1,36,3,2.409,0,0,0,,22,2.409,13,AP/JW,1150,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,12,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,18,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,9,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,11,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,8,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,14,AP/JW,,,-0.405,
July_9,1,36,3,2.409,0,0,0,,22,2.409,12,AP/JW,,,-0.405,
July_10,1,37,3,1.981,0,0,0.25,3.068,21.4,2.5245,,JH,,,-0.439,
July_11,1,38,3,2.067,0,0,0.25,3.045,21.4,2.556,,JH,,,-0.224,
July_12,1,39,3,1.458,0,0,0.25,2.847,21.7,2.1525,,JH,,,-0.305,
July_13,1,40,3,1.818,0,0,1,3.078,21.8,2.448,,AC,,,-0.359,
July_14,1,41,3,0.641,0,0,1.5,2.983,21.8,1.812,,JW,,,-0.335,
July_15,1,42,3,0.896,0,0,2.5,2.617,21.8,1.7565,,JW,,,-0.404,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,12,AP,1000,,-0.38,copepods
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,5,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,10,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,13,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,12,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,6,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,14,AP,,,-0.38,
July_16,1,43,3,2.059,0,0,0,,22.5,2.059,10,AP,,,-0.38,
July_17,1,44,3,2.242,0,0,0.1,2.895,22.1,2.5685,,JH,,,-0.38,
July_18,1,45,3,1.918,0,160,1,2.983,21.6,2.4505,,JH,,,-0.21,
July_19,1,46,3,1.342,0,60,1,3.173,21.5,,,JH/JW,,y,-0.362,
July_20,1,47,3,2.064,0,0,0.5,3.118,21.9,2.591,,AC,,,-0.262,
July_7,1,34,3,0.519,0,0,2.5,3.093,21.3,1.806,,JW,,,-0.293,
July_21,1,48,3,0.797,0,0,5,3.6558,21.9,2.2264,,JW,,,-0.353,
July_22,1,49,3,1.601,0,0,2,3.279,21.9,2.44,,JW,,,0.294,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,14,AP/JW,1000,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,12,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,25,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,22,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,21,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,12,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,21,AP/JW,,,-0.345,
July_23,1,50,3,2.793,0,0,0,,22.4,2.793,19,AP/JW,,,-0.345,
June_5,2,1,3,3.065,,,,,20.8,3.065,1,JW/JH,,,-0.443,started with 30
June_6,2,2,3,2.836,0,0,0,,20.4,2.836,,JH,,,0.514,
June_7,2,3,3,2.577,0,0,0.5,3.326,20.7,2.9515,,JH,,,-0.501,
June_8,2,4,3,2.607,0,0,0,,20.7,2.607,,AC,,,-0.357,
June_9,2,5,3,2.67,0,0,1,3.234,20.8,2.952,,JW,,,-0.448,
June_10,2,6,3,2.515,0,0,1,3.024,20.9,2.7695,,JW,,,-0.471,
June_11,2,7,3,0.839,0,0,1,3.264,21.6,2.0515,,AP,,,-0.461,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,6,JH/JW,1000,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,7,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,5,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,9,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,6,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,6,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,2,JH/JW,,,-0.385,
June_12,2,8,3,2.791,0,0,2,3.246,21.1,3.0185,4,JH/JW,,,-0.385,
June_13,2,9,3,3.159,0,0,0,3.159,21.3,3.159,,JH,,,-0.425,
June_14,2,10,3,3.25,0,0,0,,20.8,3.25,,JH,,,0.587,
June_15,2,11,3,2.669,0,0,0,,21,2.669,,AC,,,,
June_16,2,12,3,1.756,1600,1600,25,3.592,207,2.674,,JW,,,0.369,
June_17,2,13,3,2.568,0,0,2,3.783,21.3,3.1755,,JW,,,-0.345,
June_18,2,14,3,1.628,0,0,2,3.226,22.8,2.427,,AP,,,0.015,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,5,JH/JW,925,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,8,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,6,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,5,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,2,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,3,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,7,JH/JW,,,-0.38,
June_19,2,15,3,3.144,0,0,0,,21.3,3.144,8,JH/JW,,,-0.38,
June_20,2,16,3,0.935,0,0,4,2.816,21.2,1.8755,,AP,,,-0.331,
June_21,2,17,3,2.519,0,210,10,3.33,21,2.9245,,JH,,,-0.31,
June_22,2,18,3,2.756,0,0,0,,21.3,2.756,,AC,,,,
June_23,2,19,3,2.555,0,0,0.25,3.366,20.9,2.9605,,JW,,,-0.346,
June_24,2,20,3,3.04,0,0,0,,21.2,3.04,,JW,,,0.064,
June_25,2,21,3,2.16,0,0,0,,20.7,2.16,,AP,,,-0.274,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,1025,y,-0.315,full count 7 indiv
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,1,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_26,2,22,3,4.494,0,240,0,3.214,21.3,3.854,0,JH/JW,,,-0.315,
June_27,2,23,3,2.98,0,0,0,,21.8,2.98,,JH,,,-0.324,
June_28,2,24,3,3.227,0,0,0,,21.4,3.227,,JH,,,-0.353,
June_29,2,25,3,2,0,0,0.5,3.438,21.6,2.719,,JW,,,-0.054,
June_30,2,26,3,3.088,0,0,0,,22.1,3.088,,JW,,,-0.287,
July_1,2,27,3,2.249,0,0,0.25,2.489,22,2.369,,JW,,,-0.187,
July_2,2,28,3,2.287,0,0,0,,22.2,2.287,,AP,,,-0.272,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,2,JH/JW,1080,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_3,2,29,3,5.953,480,480,0,3.372,21.8,4.6625,0,JH/JW,,,-0.254,
July_4,2,30,3,3.051,0,0,0,,21.8,3.051,,JH,,,-0.254,
July_5,2,31,3,3.202,0,0,0,,22.3,3.202,,JH,,,0.193,
July_6,2,32,3,6.369,0,20,0,2.472,21.6,4.4205,,AC,,,,
July_8,2,34,3,1.169,0,0,1,3.679,215,2.424,,JW,,,-0.354,
July_9,2,35,3,3.815,0,0,0,,23,3.815,,AP,,,-0.405,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,1040,,-0.439,FINISHED
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_10,2,36,3,6.917,0,0,0,,22.3,6.917,0,JH/JW,,,-0.439,
July_7,2,33,3,1.3,0,0,0.5,2.67,21.4,1.985,,JW,,,-0.293,
June_6,3,1,3,2.889,,,,,20.4,2.889,1,JW/JH,,,0.514,started with 30
June_7,3,2,3,2.503,0,0,0.5,3.158,20.7,2.8305,,JH,,,-0.501,
June_8,3,3,3,2.842,0,0,0,,20.9,2.842,,AC,,,-0.357,
June_9,3,4,3,3.033,0,0,0,,21.3,3.033,,JW,,,-0.448,
June_10,3,5,3,2.401,0,0,1,3.833,21,3.117,,JW,,,-0.471,
June_11,3,6,3,1.564,0,0,0.5,3.135,21.7,2.3495,,AP,,,-0.461,
June_12,3,7,3,4.378,200,230,0,3.48,20.9,3.929,,JH,,,-0.385,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,3,JH/JW,1000,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,3,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,2,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,0,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,2,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,0,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,0,JH/JW,,,-0.425,
June_13,3,8,3,3.785,10,10,0,3.357,21,3.571,0,JH/JW,,,-0.425,
June_14,3,9,3,3.839,30,0,0,3.335,20.8,3.587,,JH,,,0.587,
June_15,3,10,3,3.259,0,0,0,,21.2,3.259,,AC,,,,
June_16,3,11,3,3.262,0,0,0,,21,3.262,,JW,,,0.369,
June_17,3,12,3,4.535,0,200,0,3.669,21.5,4.102,,JW,,,-0.345,
June_18,3,13,3,1.619,0,2.5,2,2.838,22.6,2.2285,,AP,,,0.015,
June_19,3,14,3,4.867,310,380,0,3.353,21.3,4.11,,JH,,,-0.38,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,1,AP/JW,1100,y,-0.331,copepods
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,1,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,1,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,1,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,0,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,2,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,0,AP/JW,,,-0.331,
June_20,3,15,3,2.959,0,0,0,,21.5,2.959,1,AP/JW,,,-0.331,
June_21,3,16,3,3.661,0,35,0,3.27,21.4,3.4655,,JH,,,-0.31,
June_22,3,17,3,1.97,0,0,1,3.09,21.1,2.53,,AC,,,,
June_23,3,18,3,2.264,0,0,0.5,3.894,20.8,3.079,,JW,,,-0.346,
June_24,3,19,3,3.264,0,0,0,,20.7,3.264,,JW,,,0.064,
June_25,3,20,3,1.071,0,0,0.25,2.266,20.4,1.6685,,AP,,,-0.274,
June_26,3,21,3,4.528,0,380,0,3.27,21,3.899,,JH,,,-0.315,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,2,JH/JW,1210,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,1,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,4,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,3,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,1,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,1,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,2,JH/JW,,,-0.324,
June_27,3,22,3,3.681,0,80,0,3.371,21.1,3.526,1,JH/JW,,,-0.324,
June_28,3,23,3,3.074,0,0,0,,21.3,3.074,,JH,,,-0.353,
June_29,3,24,3,1.76,0,0,0.5,3.284,21.8,2.522,,JW,,y,-0.054,
June_30,3,25,3,1.703,0,0,1,3.557,22,2.63,,JW,,,-0.287,
July_1,3,26,3,2.178,0,0,0.25,2.99,22.3,2.584,,JW,,,-0.187,
July_2,3,27,3,3.621,0,0,0,,23,3.621,,AP,,,-0.272,
July_3,3,28,3,4.506,400,400,0,3.09,21.7,3.798,,JH,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,3,JH/JW,1240,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,3,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,3,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,1,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,8,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,2,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,4,JH/JW,,,-0.254,
July_4,3,29,3,3.284,0,0,0,,21.7,3.284,4,JH/JW,,,-0.254,
July_5,3,30,3,2.429,0,0,0.1,3.048,22.1,2.7385,,JH,,,0.193,
July_6,3,31,3,2.585,0,0,0,,21.7,2.585,,AC,,,,
July_8,3,33,3,1.025,0,0,1.5,2.954,21.5,1.9895,,JW,,,-0.354,
July_9,3,34,3,2.428,0,0,0,,22.8,2.428,,AP,,,-0.405,
July_10,3,35,3,3.425,0,40,0,2.892,21.2,3.1585,,JH,,,-0.439,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,6,JH/JW,1100,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,5,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,5,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,5,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,1,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,4,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,5,JH/JW,,,-0.224,
July_11,3,36,3,3.955,160,160,0.05,2.971,21.5,3.463,6,JH/JW,,,-0.224,
July_12,3,37,3,2.012,0,0,0.1,2.876,21.6,2.444,,JH,,,-0.305,
July_13,3,38,3,2.607,0,0,0,0,21.7,1.3035,,AC,,,-0.359,
July_14,3,39,3,1.032,0,0,1,2.552,21.8,1.792,,JW,,,-0.335,
July_15,3,40,3,1.222,0,0,2,2.792,21.9,2.007,,JW,,,-0.404,
July_16,3,41,3,1.669,0,0,1.5,2.163,22.2,1.916,,AP,,,-0.38,
July_17,3,42,3,2.667,0,180,0.05,3.174,21.6,2.9205,,JH,,,-0.38,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,3,JH/JW,1100,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,2,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,5,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,2,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,4,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,4,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,5,JH/JW,,,-0.21,
July_18,3,43,3,2.647,0,0,0.05,3.089,22.3,2.868,3,JH/JW,,,-0.21,
July_19,3,44,3,1.89,0,0,0.1,2.898,22,2.394,,JH,,,-0.362,
July_20,3,45,3,1.961,0,0,0.5,2.625,22.1,2.293,,AC,,,-0.262,
July_7,3,32,3,0.708,0,0,2,3.111,21.4,1.9095,,JW,,,-0.293,
July_21,3,46,3,1.2,0,0,2.5,3.393,22.1,2.2965,,JW,,,-0.353,
July_22,3,47,3,1.505,0,0,2.5,3.595,22,2.55,,JW,,,0.294,
July_23,3,48,3,3.128,0,0,0,,21.6,3.128,,AP,,,-0.345,
July_24,3,49,3,2.769,0,160,2,2.998,22,2.8835,,JH,,,-0.036,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,0,JW,1180,,-0.01,copepods
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,1,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,0,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,0,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,0,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,0,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,1,JW,,,-0.01,
July_25,3,50,3,2.65,0,0,0,,22.2,2.65,,JW,,,-0.01,
June_6,4,1,3,2.99,,,,,20.1,2.99,1,JW/JH,,,0.514,
June_7,4,2,3,3.878,0,6,0,3.204,20.6,3.541,,JH,,,-0.501,
June_8,4,3,3,4.004,0,0,0,,20.7,4.004,,AC,,,-0.357,
June_9,4,4,3,3.95,0,100,0,3.723,20.9,3.8365,,JW,,,-0.448,
June_10,4,5,3,3.001,0,0,0,,21,1.5005,,JW,,,-0.471,
June_11,4,6,3,1.73,0,0,0.5,3.072,21.6,2.401,,AP,,,-0.461,
June_12,4,7,3,3.975,0,35,0,3.472,20.8,3.7235,,JH,,,-0.385,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,1,JH/JW,1000,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,1,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,0,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,1,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,0,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,1,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,0,JH/JW,,,-0.425,
June_13,4,8,3,4.429,240,240,0,3.15,21.3,3.7895,1,JH/JW,,,-0.425,
June_14,4,9,3,6.169,60,90,0,3.493,21,4.831,,JH,,,0.587,
June_15,4,10,3,3.606,0,0,0,,21.2,3.606,,AC,,,,
June_16,4,11,3,3.272,0,0,0,,21.1,3.272,,JW,,,0.369,
June_17,4,12,3,3.189,0,0,0,,21.2,3.189,,JW,,,-0.345,
June_18,4,13,3,2.86,0,0,0,,22.4,2.86,,AC,,,0.015,
June_19,4,14,3,5.247,280,385,0,3.42,21.5,4.3335,,JH,,,-0.38,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_20,4,15,3,0.423,0,0,,,22,0.423,0,AP/JW,,,-0.331,
June_8,5,1,3,3.667,,,,,21.1,3.667,1,JW/AC,,,,
June_9,5,2,3,1.919,0,0,3,3.266,21,2.5925,,JW,,,-0.448,
June_10,5,3,3,2.538,0,0,1,3.465,20.9,3.0015,,JW,,,-0.471,
June_11,5,4,3,0.868,0,0,1.5,3.084,21.4,1.976,,AP,,,-0.461,
June_12,5,5,3,4.164,175,210,0,3.216,20.9,3.69,,JH,,,-0.385,
June_13,5,6,3,4.894,12,12,0,3.045,20.9,3.9695,,JH,,,-0.425,
June_14,5,7,3,3.896,40,40,0,3.034,20.8,3.465,,JH,,,0.587,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,3,AC/JW,890,,,
June_15,5,8,3,4.875,0,65,0,3.976,21,4.4255,5,AC/JW,,,,
